Código Tarifa;Código Propio;Descripción;Valor
935301;935301;APLICACION O CAMBIO DE YESO PARA INMOVILIZACION EN MIEMBRO SUPERIOR (EXCEPTO MANO);50900
935302;935302;APLICACION O CAMBIO DE YESO PARA INMOVILIZACION EN MANO;50900
935303;935303;APLICACION O CAMBIO DE YESO O ARNES EN TORAX O PELVIS;50900
935304;935304;APLICACION O CAMBIO DE YESO PARA INMOVILIZACION EN MIEMBRO INFERIOR (MUSLO, PIERNA O TOBILLO);50900
935400;935400;APLICACION DE FERULA SOD;129900
936800;936800;INMOVILIZACION O MANIPULACION ARTICULAR INESPECIFICA SOD;95300
938501;938501;REHABILITACION PROFESIONAL (VOCACIONAL) FAMILIAR, ESCOLAR O LABORAL;49500
939100;939100;RESPIRACION DE PRESION POSITIVA INTERMITENTE [RPPI] SOD;20800
939402;939402;NEBULIZACION;13500
939403;939403;TERAPIA RESPIRATORIA INTEGRAL;20800
942600;942600;TERAPIA ELECTROCONVULSIVA CON ANESTESIA Y RELAJACIONES [TECAR] SOD;28100
943102;943102;PSICOTERAPIA INDIVIDUAL POR PSICOLOGIA;20000
944002;944002;PSICOTERAPIA DE PAREJA POR PSICOLOGIA;26500
944202;944202;PSICOTERAPIA DE GRUPO POR PSICOLOGIA;26000
950501;950501;ESTUDIO DE CAMPO VISUAL CENTRAL Y PERIFERICO CONVENCIONAL;71200
950505;950505;ESTUDIO DE CAMPO VISUAL CENTRAL O PERIFERICO COMPUTARIZADO;171900
950610;950610;RECUENTO DE CELULAS ENDOTELIALES;123400
951302;951302;ECOGRAFIA OCULAR MODO A Y B;183000
952001;952001;BIOMETRÍA OCULAR;94500
952601;952601;TONOGRAFIA OCULAR CON PRUEBAS PROVOCATIVAS;521600
953800;953800;BETATERAPIA SOD;30600
960200;960200;INSERCION DE VIA AEREA OROFARINGEA SOD;113700
961400;961400;TAPONAMIENTO VAGINAL SOD;66900
961601;961601;INSERCION DE DISPOSITIVO EN URETRA;38344
962300;962300;DILATACION INSTRUMENTAL O MANUAL DE LA VAGINA SOD;47600
963300;963300;LAVADO GASTRICO DE LIMPIEZA SOD;27600
964900;964900;INSTILACION GENITOURINARIA SOD;54100
970100;970100;SUSTITUCION DE TUBO (SONDA) NASOGASTRICO O DE ESOFAGOSTOMIA SOD;137500
970200;970200;SUSTITUCION DE TUBO (SONDA) DE GASTROSTOMIA SOD;137500
973800;973800;RETIRO DE SUTURAS DE CABEZA Y CUELLO (RETIRO DE PUNTOS) SOD;58000
976501;976501;EXTRACCION DE DISPOSITIVO URETRAL;270956
977100;977100;EXTRACCION DE DISPOSITIVO ANTICONCEPTIVO INTRAUTERINO (DIU) SOD;388400
981100;981100;EXTRACCION SIN INCISION DE CUERPO EXTRAÑO DE CONDUCTO AUDITIVO EXTERNO SOD;54900
981300;981300;EXTRACCION SIN INCISION DE CUERPO EXTRAÑO INTRALUMINAL DE LA FARINGE SOD;1176669
981901;981901;EXTRACCION SIN INCISION DE CUERPO EXTRAÑO INTRALUMINAL DE LA URETRA;1970700
981905;981905;EXTRACCION ENDOSCOPICA DE CUERPO EXTRAÑO DE URETRA;1970805
982102;982102;EXTRACCION DE CUERPO EXTRAÑO SUPERFICIAL EN CORNEA O ESCLEROTICA;59000
982700;982700;EXTRACCION SIN INCISION DE CUERPO EXTRAÑO EN BRAZO Y ANTEBRAZO SOD;388380
990107;990107;EDUCACION GRUPAL EN SALUD, POR TRABAJO SOCIAL;14900
990203;990203;EDUCACION INDIVIDUAL EN SALUD, POR ODONTOLOGIA;15200
990212;990212;EDUCACION INDIVIDUAL EN SALUD, POR HIGIENE ORAL;15200
990223;990223;EDUCACION INDIVIDUAL EN SALUD, POR EQUIPO INTERDISCIPLINARIO Y COMUNICACION EN POBLACION DE MUJERES GESTANTES Y LACTANTES;10000
992501;992501;TERAPIA ANTINEOPLASICA DE INDUCCION ;1276000
992502;992502;TERAPIA ANTINEOPLASICA DE INDUCCION  ;326772
992504;992504;POLITERAPIA ANTINEOPLASICA DE BAJO RIESGO ;416968
992505;992505;POLITERAPIA ANTINEOPLASICA DE ALTO RIESGO;682948
992509;992509;MONOTERAPIA ANTINEOPLASICA DE BAJA TOXICIDAD - QUIMIOTERAPIA;405368
992511;992511;MONOTERAPIA ANTINEOPLASICA DE ALTA TOXICIDAD  - QUIMIOTERAPIA;405368
992990;992990;INYECCION O INFUSION DE OTRA SUSTANCIA TERAPEUTICA ;139200
997103;997103;TOPICACION DE FLUOR EN GEL;23007
997104;997104;TOPICACION DE FLUOR EN SOLUCION;22200
997105;997105;APLICACION DE RESINA PREVENTIVA;11600
997106;997106;TOPICACION DE FLUOR EN BARNIZ;27096
997301;997301;DETARTRAJE SUPRAGINGIVAL;90100
